tconst,primaryTitle,averageRating,directors,genres,actor,languages
tt0109841,French Silk,5.0,nm0636495,Thriller,"Robert Florence, Alexander Laurent, Tanya Teague, Monique Viator",fr
tt0109842,Fresh,7.5,nm0945026,"Crime,Drama,Thriller","Mizan Ayers, Danielia L. Cotton, Brad Godd, Víctor González, Lesli R. Horowitz, Kristina Mills, Ayo Roach, Jamie Schreck, Judy Shipman, Alexaundria R. Simmins, Renata Soldati, Mark Valera, Robert White, Leigh Wilcher, Erez Yakin, Charles E. Yates II","en, ja, fr"
tt0109844,Bosom Friends,8.3,nm0771417,Romance,"Stefanie Eckhoff, Ingrid Klante",en
tt0109847,Death of A Cheerleader,6.0,nm0334353,"Crime,Drama",Dara Fogle,"fr, en"
tt0109855,Fun,6.8,nm0956205,"Crime,Drama","Frederick D. Adams, Jaime Anderson, Patrice F. Battle, Amanda Blackholly, James Bosley, Cynthia Farris, Gregory Steven Ferrett, Malquele García, Steven Givens, Alexander Hecht, Elizabeth Hecht, James J. Howard Jr., Ashley Michael Lauren, Gillian Lightstone, Jonathan Lightstone, Mary Ann Norment, Sabrina Ortega, Victoria Radu, Kimberly Ann Ross, Carmina Rubalcava, Dana Maria Thomas, James Youngman",en
tt0109858,Funny Man,4.4,nm0819523,"Comedy,Horror","Harry Heard, Barnaby North","ja, fr"
tt0109860,How Old Is the River?,6.1,nm0443561,Drama,Akane Asano,"en, ja"
tt0109880,Secret of Love,6.1,nm0859766,"Drama,Romance","Uli Beckerhoff, Christiane Radlach",en
tt0109890,The Getaway,5.8,nm0002044,"Action,Adventure,Crime","Phil Allen, Debbie Dedo, Michele Hawk","ja, en, bg, ca, tr, fr"
tt0109891,Getting Even with Dad,4.8,nm0222043,"Comedy,Crime,Family",Suzanne Lime,"en, ca, fr, bg, ja, tr"
tt0109892,Getting Gotti,5.0,nm0002726,"Crime,Drama",Robert Haukoos,fr
tt0109893,Getting In,5.3,nm0510731,"Comedy,Romance,Thriller","Candice Ashley, John Bamburg, Trina Brown, Leeann Cronk, Harry Gene Davis, Colleen Doherty, Maura Driscoll, Andrea Fatur, Sylvia Gateway, Gary Gennerich, Daniel R. Gerson, Patricia Ann Gray, Tripp Greason, Matt Helms, Marshall Isley, Steve Klinenberg, Jonathan Lewin, Tanya L. Montgomery, David Pachter, Jim Pleasants, Claire Whitworth","en, ja, fr"
tt0109894,Getting Out,5.9,nm0466793,Drama,Amy Dott,"fr, ja, bg"
tt0109897,A Gift from Heaven,6.1,nm0524049,Drama,Craig Silverman,en
tt0109906,The Glass Shield,6.1,nm0122344,"Crime,Drama","Janet Claire, Mkeba W. Dunn, John Eddie Johnson, Michael R. Larson, Carolyn Schroeder","en, fr, cmn, ja"
tt0109912,A Gnome Named Gnorm,4.4,nm0935644,"Action,Adventure,Comedy","Larry P. Bradfield, Patrick L. Dalton, Nick Drobac, Eric Karlen, Brandon Mason, Randy Willard","fr, ru, en, ja"
tt0109913,Go Fish,5.7,nm0873266,"Comedy,Drama,Romance","Joanna Brown, Michele Cullom, Mila Drumke, Danielia Falcon, Tracy Kimme, Carolyn Kotlarsky, Julia LaFleur, Marianna, T. Wendy McMillan, Dorothea Reichenbacher, Shelly Schneider-Bello, Jennifer Sharpe, Joe Vidal, Nina von Voss, Brooke Webster","ja, en"
tt0109916,Godzilla vs. SpaceGodzilla,5.8,"nm0945614,nm0645549,nm0648457","Action,Adventure,Sci-Fi","Tom Duran, Ed Sardy","en, ja"
tt0109917,Golden Gate,5.3,nm0006960,"Crime,Drama","Jeffrey A. Chan, Andrew Chow, Theresa Huynh, Wilbur Jung, Conrad Tom, Reigh Tuazon","tr, fr, ca"
tt0109918,The Dove's Bell-Ringer,7.3,nm0438808,"Drama,Romance","Elmira Makhmutova, Chingiz Nogalbayev",en
tt0109920,A Good Man in Africa,5.0,nm0000915,Comedy,"Anne-Marie Baiocchi, Lisa Bold, Janet Braun, Adi Cohen, Kedibone Dlamini, Putso Dlamini, Michael Einfalt, Scott Fleisher, Jan Frickland, Ilana Funk, Lisle Goldman, Cleo Dorcas Goodwin, Daphne Greenwood, Penny Hutchins, Paul Jenkins, Cindy Katz, Mick Joe Lusala, Harry Mamobolo, Michael Masina, Di McCarthy, Edward Meshe, Quinton Miller, Vivian Moalusi, Willy Mokgothu, Samson Molefe, Bernard Moleko, Daniel Monaheng, Len Naude, Thoko Ngamlana, Martin Seabi, Sheelboy Sitole, Samantha Swann, Oliver Tambo Jr., Bruce Townsend, Vuyelwa Tshabalala, Webber Wentzel, Raymond Wilson","ja, bg"
tt0109922,Gopi Kishan,5.8,nm0240881,"Action,Comedy,Drama",Rajiv Mukherjee,"hi, en"
tt0109934,A Great Day in Harlem,7.4,nm0045321,"Documentary,Music","Scoville Browne, Andreas Combuchen, Steve Frankfurt, Steven Hertzog, Taft Jordan Jr., Mike Lipskin, Elaine Lorillard, Felix Maxwell, Everard Powell","en, fr, ja"
tt0109936,Greedy,6.3,nm0528718,Comedy,Rich Barletta,"ja, tr, fr, en, bg"
tt0109945,Henry's Romance,5.8,nm0462921,"Drama,Romance",Anna Scheschonk,"en, de"
tt0109947,Guai xia yi zhi mei,5.4,nm0490605,"Action,Comedy,Crime","Wai Sum To, Sai Lau","yue, en"
tt0109949,Guantanamera,6.8,"nm0349425,nm0846119","Comedy,Drama","Ramón Almenares, Raquel Capote, Ángel Lago, Leonardo Lara, Eduardo Lawrence, Suset Pérez Malberti, Juan Carlos Rosello, Livian Luis Valdes","tr, en"
tt0109950,Guardian Angel,4.9,nm0612671,"Action,Drama,Thriller","Paula Allen, Anna Dalva, Brenda Haynes, Sara-Beth Lima, Sandi McArthur, Helga Strimpoff","fr, en"
tt0109951,Guarding Tess,6.2,nm0933505,"Comedy,Drama","Michael Consoli, Brian Deenihan, Gary Glaesser, George Gomes, Sharief Paris, Kelly Williams","ja, fr, en, ca, bg"
tt0109955,Gui zhan,3.9,nm0157795,Horror,Flora Chung,"en, yue"
tt0109958,"He's a Woman, She's a Man",7.3,"nm0151066,nm0496992","Comedy,Romance","Yut-tsan Hui, Chi Lee, Tsang-hei Tsui","ja, en, cmn, yue"
tt0109959,Gunmen,5.2,nm0764776,"Action,Comedy,Crime","Maria 'Silver' Alexander, Armando Armador, Jorge Fitzmaurice, Kathy A. Foley, Martin Gaytan, Jesus A. Hernandez, Cruz Parades Hernández, Enrique Martínez, Carlos Espinosa-Mireles, Carla Moreno, Nicholas Sotis","fr, bg, ja"
tt0109960,Guns of Honor,4.1,nm0250274,Western,Lisa Lack,tr
tt0109963,Sha dian yu sha ren shi ban,6.7,nm0158427,"Comedy,Drama",Shek Kai,"yue, en"
tt0109965,Guyver: Dark Hero,5.8,nm0911036,"Action,Horror,Sci-Fi","Kristin Calkins, Mike Curtis, Ann George, Mike Hood, Billi Lee, David McDonald, Chen Chow Mein, Alisa Merline, Jim O'Donoghoe, Stephen Oprychal, C.D. Post, Veronica Reed, Vern Roguen, Dean Satkowski, Mark Tobler, Gary Willis","fr, en, bg"
tt0109969,Hail Caesar,3.1,nm0001309,"Comedy,Music","Gary Binkman, Wil Champlin, Kay-Lynne Leavy","fr, en, fa"
tt0109972,Death in Shallow Water,6.0,"nm0350574,nm0434035","Crime,Drama,Thriller","Stephen Dreier, Philip Gustin, Mamikon Jengibarjan, Thomas Stiedl, Katerzyna Walter-Sakowich","en, cmn"
tt0109984,Hard Drive,4.4,nm0580669,Thriller,"Egla Damiam, Terrance Graves, Jane Hallworth, Ingrid McAuliffe, Ellie Meyer, Mike Miller, Sydney Niles, Eric Parsons, Jonathan Petaros, Andrew Robbins, John Romnus, Milo Watz",fr
tt0109985,Hard Times,6.5,nm0055726,Drama,"Eddy Bishop, Elizabeth Cornfield",ja
tt0109986,The Hard Truth,4.7,nm0677253,"Action,Crime,Romance",Heather Cummings,"bg, fr"
tt0109996,Curfew,4.2,nm0556301,Drama,"Souheila Abu-Assad, Samir Hamed, Roula Michael, Rana Sa'adi, Na'ila Zayaad, Assem Zoabi, Marwa Dau","en, he"
tt0109997,The Haunting of Seacliff Inn,5.0,nm0459268,"Drama,Horror,Mystery",Wallace E. Smith,"fr, bg"
tt0110000,Heads,5.2,nm0788610,"Comedy,Crime",Walter Shefchyk,"bg, fr"
tt0110002,Heart of Darkness,5.7,nm0001676,Drama,Anthony Joseph,bg
tt0110003,Heart of a Child,6.7,nm0827839,Drama,"Jason Holc, Paul Holc, Greg Hunka, Susan Regamble","fr, bg"
tt0110005,Heavenly Creatures,7.3,nm0001392,"Biography,Crime,Drama","Chris Clarkson, James Creery, Lou Dobson, Moreen Eason, Kirsti Ferry, Jacqueline Gavin, Erana Kennedy, Nigel Thomas Kerr, Joe Kreyl, Glenys Lloyd-Smith, Maida, Nickey McCarthy, Ian McDonald, Mac McDonald, Mark McEntyre, Bary McGuinn, John Nicoll, Joyce Palmer, Raewyn Pelham, Jovanka Rarm, Barry Scott, Alex Shirtcliffe-Scott, Ben Skjellerup, Chantal Taylor, Jeremy Tomkins, Ron Turner, Wendy Watson, Steve White, Bob Young","en, ja, tr, fr, sv, hi, bg"
tt0110006,Heavyweights,6.6,nm0109359,"Comedy,Drama,Family","Lars Clark, Landry M. Constantino, Wendy Cooper Earley, David Goldman, Dustin Greer, Matthew Bradley King, Mary K. Lanier, Patricia Phillips, Edward T. Ryan, Robert E. Spencer III, John Yerardi","fr, ja, en, bg, tr"
tt0110013,Henry & Verlin,6.5,nm0496401,Drama,Ken Ledbetter,"en, fr"
tt0110015,Hercules and the Amazon Women,6.3,nm0636165,"Action,Adventure,Fantasy","John Cathro, Jacques Dupeyroux, Ken Dureym, Anthony Ellison, Peter Gross, Joe Moors, Terry Morris, Bill Shepherd, Greg Sissons, Tamara Waugh","fr, bg"
tt0110016,Hercules: The Legendary Journeys - The Circle of Fire,6.4,nm0498991,"Action,Adventure,Fantasy",Philip Gillis,"fr, en, bg"
tt0110017,Hercules: The Legendary Journeys - Hercules and the Lost Kingdom,6.4,nm0170113,"Action,Adventure,Fantasy","Philippe Ligot, Kim Rickard",bg
tt0110019,Hercules in the Underworld,6.5,nm0636165,"Action,Adventure,Fantasy",Jason Hunt,"bg, en, fr"
tt0110024,The High Crusade,5.2,"nm0461278,nm0626954","Adventure,Comedy,Sci-Fi","Irene Bachleitner, Sigrid Bannert, Tahareh Becker, El Bimbo, Ángeles Castillo, Kim Dalberg, Zahra Djebali, Brenda Fuerst, Simon Harp, Judy Hsiao, Bobby Knoesel, Modesta Koehler, Michaela Kraut, Klaudia Liebick, Neary-Rosa Mello, Catharina Prym, Christian Prym, Michael-Dominic Prym, Sarah Prym, Andrea Prym-Bruck, Jean Schoch, Angela Schopferer, Nancy Spungen, Gita Swamy, Lyle Tiomico","fr, bg"
tt0110027,Highlander: The Final Dimension,4.4,nm0602452,"Action,Fantasy,Romance","Morven Cameron, Jean-Marie Ribere, Lawrence Tsuji, Georges Vitetzakis","ja, en, bg, tr, ca, fr"
tt0110028,Highway of Heartache,8.0,nm0928345,"Comedy,Musical","Barbara Chamberlin, Klaus Kohlmeyer",ja
tt0110036,Stories from the Kronen,6.1,nm0035404,"Action,Drama",Iñaki Méndez,en
tt0110038,Hits!,5.5,nm0338628,"Comedy,Drama",Martha Humphries,bg
tt0110044,Holy Matrimony,5.1,nm0000559,"Comedy,Crime","Cassie Buchanan, Chuck Bucher, Alaine Byrne, Dan Cossolini, Keith Cron, Doreen Daniels, Sonja Drinkwalter, Sonja Eli, Shannon Everts, John Goldes, Jim Gretch, Gail Holzeimer, Edward L. King, Dusty Lewis, Don Mogensen, Ray Monney, Sheryl Mott, Shainah Novis, Vanessa Picard, Grace Poole, Penny Redeau, Wes Ries, Patti Sweeney, Art Weber, Myron A. Wheeler, Charlie Wolf, Kristy Yetter","cmn, ja, fr, bg"
tt0110049,Homeroom Affairs,7.0,nm0782877,"Animation,Comedy,Romance",Toru Horikawa,"ja, en"
tt0110052,Hong Kong 97,4.5,nm0089502,"Action,Drama,Thriller","Cheng Ping Chi, Steve Day, Chang Hoi Tin","ja, bg"
tt0110053,Red Rose White Rose,7.0,nm0477102,Drama,"Zhao Chang, Shi Ge, Shen Hua, Shen Fan Qi","en, yue, cmn"
tt0110056,Honor Thy Father and Mother: The True Story of the Menendez Murders,5.6,nm0004621,"Crime,Drama","Marcus Ferrati, Ron Soble",fr
tt0110057,Hoop Dreams,8.3,nm0416945,"Documentary,Drama,Sport","Arthur 'Bo' Agee, Jazz Agee, Joe 'Sweetie' Agee, Tomika Agee, Lou Anastas, Linda Balek, Luther Bedford, Gerry Berlin, Alvin Bibbs, Ena Dahm, Joanne Elam, Bo Ellis, Brian Farley, Curtis Gates, Emma Gates, Julia Gibbs, Myron Gordon, Marjorie Heard, Marlyn Hopewell, Jenny Sioux Hopkins, Tricia John, James Kelly, Ada Kolmodin, Kevin McCarey, Alicia Mines, Catherine Mines, Aretha Mitchell, Bob Musker, Michael O'Brie, Kevin O'Neill, Mike Perelstein, Earl Smith, Clarence Webb, Patricia Weir, Derrick Zinneman","fr, en, hi, ja"
tt0110061,Hostile Intentions,3.9,nm0194274,"Action,Drama,Thriller",Phil Kettner,"bg, fr"
tt0110064,House Party 3,4.6,nm0583754,"Comedy,Music,Romance","Alex Alonso, Dijon Aragon, Karen Leslie Bass, Sheila Blue, Gloria Cassetti, Daryl Coutts, Bigga Don, Roderic Malik Fields, Soul Gee, Keryn Glendenning, Bruce Grossman, Brijetta 'Jet' Hall, Joseph Hughes, James O. King, Diane K. Kuykendall, Sam McCullough, David Mcintire, Larry Newton Jr., Thomas Lee Ottis, Gabriel Padilla, Bishop Reed, Kyler Richie, Gail B. Schachter, Douglas Lloyd Thompson, Daniel Veat, Jack Wilson","en, bg"
tt0110066,Houseguest,5.9,nm0589168,Comedy,"Cindy Albert, Nicole Armstrong, Vondria Bergen, Melvin Brentley II, Paul J. Christensen, Catherine Cuppari, Gary Fiala, Donald Joseph Freeman, Palma Greenwood, Monique Johnson, Robert Le, Donna Leichenko, Patti Lesniak, Nicholas E.E. Monsour, Emil Peters, Vicki Polite, Mindy Reynolds, Judith A. Sepich, Jason Walczuk, Dante Washington","fr, en"
tt0110070,Hu xue tu long zhi hong tian xian jing,5.7,nm0504900,"Action,Crime","Bill Cheung, Steven Darrow","en, yue"
tt0110074,The Hudsucker Proxy,7.2,"nm0001054,nm0001053","Comedy,Drama,Fantasy","Joseph B. Alexander, Heather Barton, Mary Corcoran, Glenn E. Doell, Skipper Duke, Peter Hawkins, Tom Hinson Sr., Thomas A. Holland, Parker Jason Jarvis, Frank Jeffreys, Jay Kapner, Jennifer Luther, David Massie, Gilliane McAlister, Linda McCoy, Heather Eloise McLellan, Harvey Meyer, Robert Noe, Ace O'Connell, Barry J. Phillips, Sharon Smith, Rachael Steegar","fr, en, ca, bg, ja, tr"
tt0110080,Burning Paradise,7.0,nm0482681,"Action,Adventure,Fantasy",Chun Lam,"en, yue"
tt0110081,To Live,8.3,nm0955443,"Drama,War","Deng Fei, Funhong Kow","en, he, ja, yue, cmn"
tt0110082,The Cabin,5.6,nm0958969,"Drama,Short","Nina Alkan, Kurt A. Folvell, Pål Kværnerud, Jan Bertran de Lis, Claes Terjesen",en
tt0110091,I Like It Like That,6.7,nm0552140,"Comedy,Drama,Romance","Julia Aponte, Deborah Emanuel, Sammy Melendez, Casey E. Rodriguez, Martha Speakes","en, ja"
tt0110093,I Love Trouble,5.3,nm0796124,"Action,Comedy,Romance","Boone David Cates, Jonathan Kovler, Matthew Lindvig, Karl Plouffe","ja, fa, bg, tr, fr, en"
tt0110094,I Spy Returns,4.8,nm0518719,"Action,Adventure,Comedy",Kateryn Lucius,bg
tt0110095,"I morgon, Mario",5.1,nm0635145,Drama,"Helder Abreu, Wiveka Albuquerque, José Cândido Andrade, Mikael Brandt, Dieter Clarius, Solveig Gester, Susan Grandjean, Conceição Pereira, Bruno Santos, Mariana Sebastião, Ulla Wicander",fr
tt0110097,I'll Do Anything,5.5,nm0000985,"Comedy,Drama","Norris J. Bishton III, Elisabeth Boyd, Allison J. Brown, Stacey Renee Caddell, Susan DeLoach, Amish Desai, Doris Dowdy, Brittany Johnson, Dominik Lukas-Espeleta, Courtney Perry, Dale Anthony Phillips Jr., Shawn Marie Stevens, Michael George Whaites, Keith Harden Young","en, bg, ja, fr"
tt0110099,I.Q.,6.2,nm0770961,"Comedy,Romance","Melissa Adams, Brook Berlind, Annie Biondi, Michelle Naimo Bird, Theodore Conant, Alfons Fiorindo, Bob Hern, Lisa Lustmann, Seth Pendleton, Jayne Pliner, Todd Thurston","fr, ja, he, en, tr, bg"
tt0110105,Ikke Pe Ikka,3.2,nm0802692,"Action,Comedy",Poonam Dheer,en
tt0110108,Illicit Dreams,3.7,nm0002989,"Drama,Thriller","Errol P. Coughian, Don Morris","fr, en"
tt0110115,Imaginary Crimes,6.4,nm0237292,Drama,"Sheila Ballantyne, Melissa Berntsen, Tiffany Goodwin, Kelsea Aryn Graham, Pirkko Haavisto, April Henderson, Kelly Marcum, Kelly Mazur, Carol Povey, Diana Van Fossen",en
tt0110116,Immortal Beloved,7.4,nm0741262,"Biography,Drama,Music","Stanislav Behal, Stepan Hlatky, Marek Hlupy, Matthew North, Jindra Petráková, Jan Ptacek, Lisa Roberts, Ken Smith, Zuzana Strejckov","fr, hi, tr, en, ja, bg"
tt0110117,Immortal Combat,4.9,nm0624872,"Action,Adventure,Fantasy","Robert Crabtree, Hiroyasu Fujishima, Mitsuo Kumakura","ja, en"
tt0110123,In the Army Now,4.9,nm0677943,"Comedy,War","Jeanmarie Bascom, Sonya D.R. Carter, Bill Cox, Anthony H. Humphreys, Kenneth O. Kilgo, Earl M. Nicholson, Howard J. von Kaenel, Derek C. Zackery","en, tr, fa, fr, ja"
tt0110124,"In the Best of Families: Marriage, Pride & Madness",6.9,nm0088121,"Crime,Drama","Reggie Barton, Constance Conover, Bernice Rumble","en, fr"
tt0110125,The Cold Light of Day,6.2,nm0073888,"Drama,Thriller","Zdenek Cermak, Jade Hope, Hruska, Lucie Kolesova, Michael O'Loughin, Tracy Pane, Annette Van de Berg","bg, ja"
tt0110126,In the Eye of the Snake,4.3,nm0717361,Thriller,"Tesa Brown, Mac Skinner, Nicolas Wenger","de, fr, en"
tt0110130,In the Line of Duty: The Price of Vengeance,5.8,nm0523310,"Action,Drama,Thriller",Norma Williams,"fr, bg"
tt0110131,Incident at Deception Ridge,5.0,nm0574238,"Drama,Thriller","D. Neil Clark, Fred Stofer","en, fr, bg"
tt0110134,Indecent Behavior II,3.9,nm0348960,"Drama,Mystery,Thriller","Thomas Michael Camarda Jr., Arlington Hewes, Joyce James, Juan Carlo Vasquez","fr, cmn, bg"
tt0110138,Inner Sanctum II,3.6,nm0676248,"Drama,Horror,Romance","Sandy Beech, Aqua Fire, Gil Fish",fr
tt0110146,Intersection,5.3,nm0041932,"Drama,Romance","Denise Beaudry, Nancy Cawsey, Christine Hendra, D'Arcy Lawrence, Katherine McLaren, Thomas Meyer, Kent Pollen","ca, fr, ja, tr, en, bg"
tt0110148,Interview with the Vampire: The Vampire Chronicles,7.5,nm0001403,"Drama,Fantasy,Horror","Louis Lewis-Smith, Monte Montague, Mike Seelig","ca, en, yue, tr, fr, sv, hi, bg, he, ja"
tt0110153,Invisible: The Chronicles of Benjamin Knight,4.1,nm0259825,"Action,Sci-Fi","Eric Abrahamson, Carmen Albu, Cosette Bobosa, Petre Kinuliu, Alina Laszlo, Clarisa Petre, Christina Uncureanu, Enqen Zaharian",fr
tt0110157,Iron Will,6.6,nm0354024,"Adventure,Family","Jeff Angus, Quinn Atherton, McKegney Barr, Steve Bulan, Jeff Carter, Karen Clift, Ed Dallas, Marvin DeFoe Jr., Gerald DePerry, Shelly Goad, Brian Grussing, Jason Mausolf, Riki McManus, David Nason, Henry Novotny, John Pagan, James Ployhar, Laura M. Potts, Dean A. Stapleton, Jim Willmore, George Zepp","ja, fr, bg, en"
tt0110167,It Could Happen to You,6.4,nm0000921,"Comedy,Drama,Romance","Suzanne Klein, Charles B. Lowlicht, Jimmy Sabater, Emena C. Santiago, Jerome Turner","tr, en, ja, sv, ca, hi, fr, bg"
tt0110168,My Summer Story,5.6,nm0163706,"Comedy,Family","Cassie Fichter, Anne Finnerty, Doug Hufnagle","en, fr, bg"
tt0110169,It's Pat: The Movie,2.8,nm0002835,Comedy,"Andrew Weiss, John Weiss","fr, en"
tt0110171,I Can't Sleep,6.9,nm0219136,"Drama,Mystery,Romance","Simone Bonte, Jean-Marc Emier, Arlette Havet, Sohiab Heshmati, Alice Hurtaux, Ira Mandella-Paul","en, ja"
tt0110173,JLG/JLG: Self-Portrait in December,7.1,nm0000419,"Documentary,Drama",Denis Jadót,"ja, en, cmn"
tt0110175,Jacob,6.5,nm0355991,"Biography,Crime,Drama",Oliver Hobson,"en, bg"
tt0110178,Jailbait,4.2,nm0956205,"Action,Crime,Drama","Charles Bishop, Nance Comstock, Fritz Doddy, Chris Fosdick, Danny Hurley, Jeffrey C. Maier, Peter Sloman, Danny Tuchuck, Richard D. Weis",bg
tt0110185,El jardín del Edén,6.6,nm0636979,Drama,"Jerónimo Berruecos, Denisse Bravo, Lucero Sánchez",cmn
tt0110186,Jason's Lyric,6.6,nm0570408,"Crime,Drama,Romance","Afrika, Michon Benson, Erma DeMart, Avery Dale Goodman, Burleigh Moore, Asheamu Earl Randle, Jaye Delai Robinson, Marilla Ross, Dwain Woodfork",en
tt0110189,The Jerky Boys,4.7,nm0577849,"Comedy,Crime","Larry Ammanuel, Maria A. Corbo, Coach Cox, Christine DeStefano, Michael E. Giammella",fr
tt0110197,Jimmy Hollywood,5.3,nm0001469,"Comedy,Crime,Drama","Leslie Darwin, Sterling Farris Jr., Paul Dean Jackson, Joe Kurodo, Monica Welton",ja
tt0110207,Jonathan degli orsi,6.2,nm0144758,"Action,Western","Igor Alimov, Michael Brandstetter, Fabio Costantino, Melody Robertson, Gabriel Safarian",bg
tt0110210,The Violin Player,7.3,nm0005912,"Comedy,Drama","André Hodier, Vladimir Mendelssohn","en, ja"
tt0110212,Judicial Consent,5.5,nm0082841,Thriller,"Jerome Beacham, Patrick E. Bierkle, Bliden, Eugene Bonucci, Larry Brodie, James E. Burton, Monika Essen, Rene Goden, William P. Guttenberg Jr., Robert Hartman, Amy Izak, Heidi Jones, Kathi Jones, Donald A. Kolcheff, Rose Lightbourn, Victor Lucas, Bill MacLeod, Leslie Mader, Liz Miller, Chris Montross, Kimberly D. Pollock, Matthew H. Renko, Jean Russell, Ronald J. Sanderson, Leo Thomas, Duane Thompson, Adrianne Walsh, David Waroquier, Les Wolcott","bg, fr, tr"
tt0110213,The Jungle Book,6.0,nm0814085,"Adventure,Family,Romance",Ronald Yanover,"tr, en, yue, cmn, fr, bg, es, ja"
tt0110215,Jungleground,5.4,nm0019920,"Action,Sci-Fi,Thriller","Don Allan, Debra Berman, Mark Chiaravalloti, Rain Harrison, Drew Lynn, Michelle Neilson, Jeff Roher, Amanda Simpson, Shari Warner, Avard Woolaver","bg, fr"
tt0110216,Junior,4.7,nm0718645,"Comedy,Romance,Sci-Fi","Nina DeNike, Zachary Doss, Beth Campbell Fitzgerald, Christian Giammichele, Kieran Giammichele, Kristina Hardee, Jeff Haynes, Charmaine Alicia Mancil, Dennis O'Donnell","bg, en, ja, cmn, tr, fr, sv"
tt0110223,Kabloonak,7.2,nm0557540,"Adventure,Drama","Nikolai Aipin, Tattigat Arnatsiaq, Valodia Aronine, Shortie Killitee, Lyla Kootoo, Rodha Kopalie, Ottakie Puddiuq, Aleega Ragee Killiktee, Matthew Saviakjuk-jaw",en
tt0110229,Kaki Bakar,7.3,nm0354488,Drama,Roslan Ramli,ja
tt0110231,Once Upon a Time... This Morning,7.3,nm0728698,Drama,Danu Hantrakul,"en, ja"
tt0110237,Kana-Kana,6.7,nm0960011,\N,"Noriko Agata, Ryohei Honma, Mihoko Naritomi",ja
tt0110242,The Serpent's Tale,5.9,nm0040248,"Fantasy,Horror",Metin Uygun,"tr, cmn, en"
tt0110246,Kaspar Hauser,6.8,nm0782266,"Drama,History,Mystery","Jaromir Bartunek, Jan Bernard, Barbara Francova, Karel Huraib, Jan Janega, Ladislav Jarkovský, Jirí Kovalik, Martin Kovarik, Václav Kozibraska, Tmil Krizek, Ludmila Lamaková, Petra Laznickova, Jan Lojda, Petra Mastalirova, Zoja Matulikova, Václav Maurer, Josef Merunka, Ladislav Milosz, Lucie Novakova, Zora Pavlovskova, Josef Seveg, Kamil Smikovský, Peter Solc, Stefan Spicer, Oldrich Srajer, Stanislav Tichý, Milan Vachalec, Ondrej Vavrina, Marketa Voborilova, Jindrich Vostrák, Vladislav Wimmer",bg
tt0110247,Kawao tee Bangpleng,5.6,nm0437747,Sci-Fi,"Narumon Kanjareuk, Tanit Poo-sara",cmn
tt0110251,Nobody Loves Me,7.2,nm0246903,"Comedy,Drama","Laura Medinger, Frederike von Quast","ja, bg, tr"
tt0110255,Kickboxer 4: The Aggressor,4.0,nm0089502,"Action,Sport","Scott Cohen, Peter Poching, Kevin Wooten","ja, en, fr"
tt0110256,The Redemption: Kickboxer 5,3.9,nm0677253,"Action,Drama,Thriller","Lyle Abvajee, Eckart Artus, Oliver Berger, Douglas Birkett, Rulan Booth, Owen Brierly, David Buhr, Poppy Dladla, Eben Du Bruin, Jeremy Gampel, Gabriella Hey, Brett Irwin, Dave Ives, Dean Jones, Walter Kholumo, Eric Koenane, Bernt Koter, Maureen Lekoma, Joshua Linberg, Charmaine Madlazi, Dushi Maqungu, Daniel Mthembu, Benevolant Ndinisa, Sipho Ngozo, Lisa Nilsson, Leander Peterson, Duane Porter, Kraig Anthony Ribeiro, Leilah Said, George Sibersang, Jeffery Simelane, Jaunté Steyn, Francois Swanopol, Sammy Thekiso, Khosi Tshabalala, Goolam Valodia, Jacques Van Baalen","fr, ja"
